x, z_0, z_1, z_2
0.790000, 0.145949, 0.367376, 0.451771
0.800000, 0.149645, 0.371890, 0.451104
0.810000, 0.153386, 0.376398, 0.450421
0.820000, 0.157173, 0.380899, 0.449722
0.830000, 0.161004, 0.385392, 0.449007
0.839999, 0.164881, 0.389879, 0.448276
0.849999, 0.168802, 0.394358, 0.447529
0.859999, 0.172768, 0.398829, 0.446766
0.869999, 0.176778, 0.403293, 0.445985
0.879999, 0.180834, 0.407749, 0.445189
0.889999, 0.184933, 0.412197, 0.444375
0.899999, 0.189078, 0.416636, 0.443545
0.909999, 0.193266, 0.421067, 0.442698
0.919999, 0.197499, 0.425490, 0.441834
0.929999, 0.201776, 0.429904, 0.440953
0.939999, 0.206097, 0.434309, 0.440054
0.949999, 0.210462, 0.438705, 0.439139
0.959999, 0.214871, 0.443092, 0.438206
0.969999, 0.219324, 0.447469, 0.437256
0.979999, 0.223820, 0.451837, 0.436288
0.989999, 0.228360, 0.456195, 0.435303
0.999999, 0.232944, 0.460543, 0.434300
1.009999, 0.237571, 0.464881, 0.433279
1.019999, 0.242242, 0.469208, 0.432241
1.029999, 0.246955, 0.473526, 0.431185
1.039999, 0.251712, 0.477832, 0.430111
1.049999, 0.256512, 0.482128, 0.429020
1.059999, 0.261355, 0.486412, 0.427910
1.069999, 0.266240, 0.490686, 0.426783
1.079999, 0.271168, 0.494948, 0.425638
1.089999, 0.276139, 0.499199, 0.424475
1.099999, 0.281152, 0.503437, 0.423294
1.109999, 0.286208, 0.507664, 0.422094
1.119999, 0.291306, 0.511879, 0.420877
1.129999, 0.296445, 0.516082, 0.419642
1.139999, 0.301627, 0.520272, 0.418389
1.149999, 0.306851, 0.524450, 0.417118
1.159999, 0.312116, 0.528614, 0.415830
1.169999, 0.317423, 0.532766, 0.414523
1.179999, 0.322771, 0.536905, 0.413198
1.189999, 0.328161, 0.541030, 0.411855
1.199999, 0.333592, 0.545142, 0.410495
1.209999, 0.339064, 0.549240, 0.409117
1.219999, 0.344577, 0.553324, 0.407721
1.229999, 0.350130, 0.557394, 0.406307
1.239999, 0.355725, 0.561450, 0.404875
1.249999, 0.361359, 0.565492, 0.403426
1.259999, 0.367034, 0.569519, 0.401960
1.269999, 0.372750, 0.573531, 0.400476
1.279999, 0.378505, 0.577528, 0.398974
1.289999, 0.384300, 0.581510, 0.397455
1.299999, 0.390135, 0.585477, 0.395919
1.309999, 0.396010, 0.589429, 0.394366
1.319999, 0.401924, 0.593364, 0.392796
1.329999, 0.407877, 0.597284, 0.391209
1.339999, 0.413869, 0.601189, 0.389605
1.349999, 0.419901, 0.605076, 0.387984
1.359999, 0.425971, 0.608948, 0.386346
1.369999, 0.432079, 0.612803, 0.384692
1.379999, 0.438227, 0.616642, 0.383022
1.389999, 0.444412, 0.620464, 0.381335
1.399999, 0.450636, 0.624269, 0.379633
1.409999, 0.456898, 0.628056, 0.377914
1.419999, 0.463197, 0.631827, 0.376179
1.429999, 0.469534, 0.635580, 0.374429
1.439999, 0.475908, 0.639315, 0.372663
1.449999, 0.482320, 0.643033, 0.370882
1.459999, 0.488769, 0.646733, 0.369086
1.469999, 0.495255, 0.650415, 0.367274
1.479999, 0.501777, 0.654078, 0.365448
1.489999, 0.508336, 0.657724, 0.363607
1.499999, 0.514932, 0.661351, 0.361751
1.509999, 0.521563, 0.664959, 0.359881
1.519999, 0.528231, 0.668548, 0.357997
1.529999, 0.534934, 0.672119, 0.356099
1.539999, 0.541673, 0.675670, 0.354188
1.549999, 0.548448, 0.679202, 0.352262
1.559999, 0.555257, 0.682715, 0.350324
1.569999, 0.562102, 0.686209, 0.348372
1.579999, 0.568981, 0.689683, 0.346407
1.589999, 0.575895, 0.693137, 0.344430
1.599999, 0.582844, 0.696571, 0.342440
1.609999, 0.589827, 0.699986, 0.340438
1.619999, 0.596844, 0.703380, 0.338424
1.629999, 0.603894, 0.706754, 0.336399
1.639999, 0.610979, 0.710108, 0.334361
1.649999, 0.618096, 0.713441, 0.332313
1.659999, 0.625247, 0.716754, 0.330254
1.669999, 0.632431, 0.720046, 0.328183
1.679999, 0.639648, 0.723318, 0.326103
1.689999, 0.646898, 0.726568, 0.324012
1.699999, 0.654179, 0.729798, 0.321911
1.709999, 0.661493, 0.733006, 0.319800
1.719999, 0.668840, 0.736194, 0.317680
1.729999, 0.676217, 0.739360, 0.315550
1.739999, 0.683627, 0.742505, 0.313412
1.749999, 0.691067, 0.745628, 0.311265
1.759999, 0.698539, 0.748730, 0.309110
1.769999, 0.706042, 0.751810, 0.306947
1.779999, 0.713575, 0.754869, 0.304776
1.789999, 0.721139, 0.757906, 0.302597
1.799999, 0.728733, 0.760921, 0.300412
1.809999, 0.736358, 0.763914, 0.298219
1.819999, 0.744012, 0.766885, 0.296020
1.829999, 0.751695, 0.769834, 0.293814
1.839999, 0.759408, 0.772761, 0.291603
1.849999, 0.767150, 0.775666, 0.289386
1.859999, 0.774921, 0.778549, 0.287163
1.869999, 0.782721, 0.781410, 0.284935
1.879999, 0.790550, 0.784248, 0.282703
1.889999, 0.798406, 0.787064, 0.280465
1.899999, 0.806291, 0.789857, 0.278224
1.909999, 0.814203, 0.792628, 0.275979
1.919999, 0.822143, 0.795377, 0.273730
1.929999, 0.830111, 0.798103, 0.271478
1.939999, 0.838105, 0.800806, 0.269223
1.949998, 0.846127, 0.803487, 0.266965
1.959998, 0.854175, 0.806145, 0.264706
1.969998, 0.862250, 0.808781, 0.262444
1.979998, 0.870350, 0.811394, 0.260180
1.989998, 0.878477, 0.813985, 0.257915
1.999998, 0.886630, 0.816553, 0.255648
2.009999, 0.894808, 0.819098, 0.253381
2.019999, 0.903012, 0.821620, 0.251114
2.029999, 0.911241, 0.824120, 0.248846
2.039999, 0.919494, 0.826597, 0.246579
2.049999, 0.927773, 0.829052, 0.244312
2.059999, 0.936075, 0.831483, 0.242046
2.069999, 0.944402, 0.833893, 0.239781
2.079998, 0.952753, 0.836279, 0.237517
2.089998, 0.961128, 0.838643, 0.235255
2.099998, 0.969526, 0.840984, 0.232995
2.109998, 0.977947, 0.843303, 0.230737
2.119998, 0.986392, 0.845599, 0.228482
2.129998, 0.994859, 0.847873, 0.226230
2.139998, 1.003349, 0.850124, 0.223981
2.149998, 1.011862, 0.852352, 0.221735
2.159998, 1.020396, 0.854558, 0.219493
2.169998, 1.028953, 0.856742, 0.217256
2.179998, 1.037531, 0.858903, 0.215023
2.189998, 1.046131, 0.861042, 0.212794
2.199998, 1.054752, 0.863159, 0.210570
2.209998, 1.063394, 0.865254, 0.208352
2.219998, 1.072057, 0.867326, 0.206139
2.229998, 1.080740, 0.869377, 0.203932
2.239998, 1.089444, 0.871405, 0.201732
2.249998, 1.098168, 0.873411, 0.199537
2.259998, 1.106912, 0.875396, 0.197349
2.269998, 1.115676, 0.877358, 0.195168
2.279998, 1.124459, 0.879299, 0.192994
2.289998, 1.133262, 0.881218, 0.190828
2.299998, 1.142084, 0.883116, 0.188669
2.309998, 1.150924, 0.884992, 0.186518
2.319998, 1.159783, 0.886846, 0.184376
2.329998, 1.168661, 0.888679, 0.182242
2.339998, 1.177557, 0.890491, 0.180116
2.349998, 1.186471, 0.892282, 0.178000
2.359998, 1.195403, 0.894051, 0.175893
2.369998, 1.204352, 0.895800, 0.173795
2.379998, 1.213318, 0.897527, 0.171707
2.389998, 1.222302, 0.899234, 0.169628
2.399998, 1.231303, 0.900920, 0.167560
2.409998, 1.240321, 0.902585, 0.165502
2.419998, 1.249355, 0.904230, 0.163454
2.429998, 1.258405, 0.905854, 0.161418
2.439998, 1.267472, 0.907458, 0.159392
2.449998, 1.276554, 0.909042, 0.157377
2.459998, 1.285653, 0.910606, 0.155374
2.469998, 1.294766, 0.912149, 0.153382
2.479998, 1.303896, 0.913673, 0.151402
2.489998, 1.313040, 0.915177, 0.149434
2.499998, 1.322199, 0.916662, 0.147478
2.509998, 1.331373, 0.918127, 0.145534
2.519998, 1.340562, 0.919573, 0.143603
2.529998, 1.349764, 0.920999, 0.141684
2.539998, 1.358981, 0.922406, 0.139778
2.549998, 1.368212, 0.923795, 0.137885
2.559998, 1.377457, 0.925164, 0.136005
2.569998, 1.386716, 0.926515, 0.134138
2.579998, 1.395988, 0.927847, 0.132285
2.589998, 1.405273, 0.929161, 0.130445
2.599998, 1.414571, 0.930456, 0.128619
2.609998, 1.423882, 0.931733, 0.126806
2.619998, 1.433205, 0.932992, 0.125008
2.629998, 1.442541, 0.934233, 0.123223
2.639998, 1.451890, 0.935457, 0.121452
2.649998, 1.461250, 0.936662, 0.119696
2.659998, 1.470623, 0.937851, 0.117954
2.669998, 1.480007, 0.939021, 0.116227
2.679998, 1.489403, 0.940175, 0.114514
2.689998, 1.498811, 0.941312, 0.112816
2.699998, 1.508229, 0.942432, 0.111132
2.709998, 1.517659, 0.943534, 0.109464
2.719998, 1.527100, 0.944621, 0.107810
2.729998, 1.536552, 0.945691, 0.106171
2.739998, 1.546014, 0.946744, 0.104547
2.749998, 1.555487, 0.947782, 0.102938
2.759998, 1.564970, 0.948803, 0.101345
2.769998, 1.574463, 0.949809, 0.099766
2.779998, 1.583966, 0.950799, 0.098203
2.789998, 1.593479, 0.951773, 0.096655
2.799998, 1.603001, 0.952732, 0.095123
2.809998, 1.612533, 0.953675, 0.093606
2.819998, 1.622075, 0.954604, 0.092104
2.829998, 1.631625, 0.955517, 0.090618
2.839998, 1.641185, 0.956416, 0.089147
2.849998, 1.650753, 0.957300, 0.087692
2.859998, 1.660331, 0.958170, 0.086252
2.869998, 1.669917, 0.959026, 0.084827
2.879998, 1.679511, 0.959867, 0.083419
2.889998, 1.689114, 0.960694, 0.082025
2.899998, 1.698725, 0.961507, 0.080648
2.909998, 1.708344, 0.962307, 0.079285
2.919998, 1.717971, 0.963093, 0.077939
2.929998, 1.727606, 0.963866, 0.076608
2.939998, 1.737248, 0.964625, 0.075292
2.949998, 1.746898, 0.965372, 0.073991
2.959998, 1.756556, 0.966105, 0.072707
2.969998, 1.766220, 0.966826, 0.071437
2.979998, 1.775892, 0.967534, 0.070183
2.989998, 1.785571, 0.968230, 0.068944
2.999998, 1.795257, 0.968913, 0.067721
3.009998, 1.804949, 0.969584, 0.066513
3.019998, 1.814649, 0.970243, 0.065320
3.029998, 1.824354, 0.970891, 0.064142
3.039998, 1.834066, 0.971526, 0.062980
3.049998, 1.843785, 0.972150, 0.061832
3.059998, 1.853509, 0.972763, 0.060699
3.069998, 1.863240, 0.973364, 0.059582
3.079998, 1.872977, 0.973954, 0.058479
3.089998, 1.882719, 0.974534, 0.057391
3.099998, 1.892467, 0.975102, 0.056318
3.109998, 1.902221, 0.975660, 0.055260
3.119998, 1.911981, 0.976208, 0.054216
3.129997, 1.921745, 0.976745, 0.053186
3.139997, 1.931515, 0.977271, 0.052172
3.149997, 1.941291, 0.977788, 0.051171
3.159997, 1.951071, 0.978295, 0.050185
3.169997, 1.960856, 0.978792, 0.049213
3.179997, 1.970647, 0.979279, 0.048255
3.189997, 1.980442, 0.979757, 0.047311
3.199997, 1.990242, 0.980225, 0.046381
3.209997, 2.000046, 0.980685, 0.045465
3.219997, 2.009856, 0.981135, 0.044562
3.229997, 2.019669, 0.981576, 0.043673
3.239997, 2.029487, 0.982008, 0.042798
3.249997, 2.039309, 0.982432, 0.041936
3.259997, 2.049135, 0.982847, 0.041088
3.269997, 2.058966, 0.983254, 0.040252
3.279997, 2.068800, 0.983652, 0.039430
3.289997, 2.078639, 0.984042, 0.038621
3.299997, 2.088481, 0.984425, 0.037824
3.309997, 2.098328, 0.984799, 0.037041
3.319997, 2.108177, 0.985165, 0.036270
3.329997, 2.118031, 0.985524, 0.035511
3.339997, 2.127888, 0.985876, 0.034765
3.349997, 2.137748, 0.986220, 0.034032
3.359997, 2.147612, 0.986556, 0.033310
3.369997, 2.157479, 0.986886, 0.032601
3.379997, 2.167350, 0.987208, 0.031904
3.389997, 2.177223, 0.987524, 0.031218
3.399997, 2.187100, 0.987833, 0.030544
3.409997, 2.196980, 0.988135, 0.029882
3.419997, 2.206863, 0.988431, 0.029231
3.429997, 2.216749, 0.988720, 0.028592
3.439997, 2.226637, 0.989002, 0.027964
3.449997, 2.236529, 0.989279, 0.027346
3.459997, 2.246423, 0.989549, 0.026740
3.469997, 2.256320, 0.989814, 0.026145
3.479997, 2.266219, 0.990072, 0.025560
3.489997, 2.276121, 0.990325, 0.024986
3.499997, 2.286026, 0.990572, 0.024423
3.509997, 2.295933, 0.990814, 0.023870
3.519997, 2.305842, 0.991050, 0.023327
3.529997, 2.315753, 0.991280, 0.022794
3.539997, 2.325667, 0.991505, 0.022271
3.549997, 2.335583, 0.991726, 0.021758
3.559997, 2.345502, 0.991941, 0.021255
3.569997, 2.355422, 0.992151, 0.020761
3.579997, 2.365345, 0.992356, 0.020277
3.589997, 2.375269, 0.992556, 0.019802
3.599997, 2.385196, 0.992752, 0.019336
3.609997, 2.395124, 0.992943, 0.018879
3.619997, 2.405055, 0.993130, 0.018431
3.629997, 2.414987, 0.993312, 0.017993
3.639997, 2.424921, 0.993489, 0.017562
3.649997, 2.434857, 0.993663, 0.017141
3.659997, 2.444794, 0.993832, 0.016728
3.669997, 2.454734, 0.993997, 0.016323
3.679997, 2.464674, 0.994159, 0.015926
3.689997, 2.474617, 0.994316, 0.015538
3.699997, 2.484561, 0.994469, 0.015157
3.709997, 2.494506, 0.994619, 0.014785
3.719997, 2.504453, 0.994765, 0.014420
3.729997, 2.514401, 0.994908, 0.014062
3.739997, 2.524351, 0.995046, 0.013712
3.749997, 2.534302, 0.995182, 0.013370
3.759997, 2.544255, 0.995314, 0.013035
3.769997, 2.554208, 0.995443, 0.012707
3.779997, 2.564163, 0.995568, 0.012386
3.789997, 2.574120, 0.995690, 0.012071
3.799997, 2.584077, 0.995809, 0.011764
3.809997, 2.594036, 0.995926, 0.011463
3.819997, 2.603996, 0.996039, 0.011169
3.829997, 2.613957, 0.996149, 0.010882
3.839997, 2.623919, 0.996256, 0.010600
3.849997, 2.633882, 0.996361, 0.010325
3.859997, 2.643846, 0.996463, 0.010056
3.869997, 2.653811, 0.996562, 0.009794
3.879997, 2.663778, 0.996659, 0.009537
3.889997, 2.673745, 0.996753, 0.009285
3.899997, 2.683713, 0.996845, 0.009040
3.909997, 2.693682, 0.996934, 0.008800
3.919997, 2.703651, 0.997021, 0.008566
3.929997, 2.713622, 0.997105, 0.008337
3.939997, 2.723593, 0.997187, 0.008113
3.949997, 2.733566, 0.997267, 0.007895
3.959997, 2.743539, 0.997345, 0.007682
3.969997, 2.753513, 0.997421, 0.007473
3.979997, 2.763487, 0.997495, 0.007270
3.989997, 2.773462, 0.997566, 0.007072
3.999997, 2.783438, 0.997636, 0.006878
4.009997, 2.793415, 0.997704, 0.006689
4.019997, 2.803392, 0.997770, 0.006504
4.029997, 2.813370, 0.997834, 0.006324
4.039998, 2.823349, 0.997896, 0.006148
4.049998, 2.833328, 0.997957, 0.005977
4.059998, 2.843308, 0.998016, 0.005810
4.069998, 2.853289, 0.998073, 0.005646
4.079998, 2.863270, 0.998129, 0.005487
4.089999, 2.873251, 0.998183, 0.005332
4.099999, 2.883233, 0.998236, 0.005181
4.109999, 2.893216, 0.998287, 0.005033
4.119999, 2.903199, 0.998336, 0.004890
4.130000, 2.913182, 0.998385, 0.004749
4.140000, 2.923167, 0.998431, 0.004613
4.150000, 2.933151, 0.998477, 0.004480
4.160000, 2.943136, 0.998521, 0.004350
4.170001, 2.953121, 0.998564, 0.004224
4.180001, 2.963107, 0.998605, 0.004101
4.190001, 2.973094, 0.998646, 0.003981
4.200001, 2.983080, 0.998685, 0.003864
4.210001, 2.993067, 0.998723, 0.003750
4.220002, 3.003055, 0.998760, 0.003639
4.230002, 3.013042, 0.998796, 0.003531
4.240002, 3.023031, 0.998831, 0.003426
4.250002, 3.033019, 0.998865, 0.003324
4.260003, 3.043008, 0.998897, 0.003225
4.270003, 3.052997, 0.998929, 0.003128
4.280003, 3.062986, 0.998960, 0.003034
4.290003, 3.072976, 0.998990, 0.002942
4.300004, 3.082966, 0.999019, 0.002853
4.310004, 3.092956, 0.999047, 0.002766
4.320004, 3.102947, 0.999074, 0.002682
4.330004, 3.112938, 0.999100, 0.002600
4.340004, 3.122929, 0.999126, 0.002520
4.350005, 3.132921, 0.999151, 0.002442
4.360005, 3.142912, 0.999175, 0.002367
4.370005, 3.152904, 0.999198, 0.002294
4.380005, 3.162896, 0.999221, 0.002222
4.390006, 3.172889, 0.999243, 0.002153
4.400006, 3.182881, 0.999264, 0.002086
4.410006, 3.192874, 0.999284, 0.002020
4.420006, 3.202867, 0.999304, 0.001957
4.430007, 3.212860, 0.999323, 0.001895
4.440007, 3.222853, 0.999342, 0.001835
4.450007, 3.232847, 0.999360, 0.001777
4.460007, 3.242841, 0.999378, 0.001720
4.470007, 3.252834, 0.999395, 0.001665
4.480008, 3.262828, 0.999411, 0.001612
4.490008, 3.272823, 0.999427, 0.001560
4.500008, 3.282817, 0.999442, 0.001509
4.510008, 3.292811, 0.999457, 0.001461
4.520009, 3.302806, 0.999471, 0.001413
4.530009, 3.312801, 0.999485, 0.001367
4.540009, 3.322796, 0.999499, 0.001323
4.550009, 3.332791, 0.999512, 0.001279
4.560009, 3.342786, 0.999524, 0.001237
4.570010, 3.352781, 0.999536, 0.001197
4.580010, 3.362777, 0.999548, 0.001157
4.590010, 3.372772, 0.999560, 0.001119
4.600010, 3.382768, 0.999571, 0.001082
4.610011, 3.392764, 0.999581, 0.001046
4.620011, 3.402760, 0.999591, 0.001011
4.630011, 3.412755, 0.999601, 0.000977
4.640011, 3.422752, 0.999611, 0.000944
4.650012, 3.432748, 0.999620, 0.000912
4.660012, 3.442744, 0.999629, 0.000881
4.670012, 3.452740, 0.999638, 0.000852
4.680012, 3.462737, 0.999646, 0.000823
4.690012, 3.472733, 0.999654, 0.000795
4.700013, 3.482730, 0.999662, 0.000767
4.710013, 3.492727, 0.999670, 0.000741
4.720013, 3.502723, 0.999677, 0.000716
4.730013, 3.512720, 0.999684, 0.000691
4.740014, 3.522717, 0.999691, 0.000667
4.750014, 3.532714, 0.999697, 0.000644
4.760014, 3.542711, 0.999704, 0.000622
4.770014, 3.552708, 0.999710, 0.000600
4.780015, 3.562705, 0.999716, 0.000579
4.790015, 3.572702, 0.999721, 0.000559
4.800015, 3.582699, 0.999727, 0.000539
4.810015, 3.592697, 0.999732, 0.000520
4.820015, 3.602694, 0.999737, 0.000502
4.830016, 3.612691, 0.999742, 0.000484
4.840016, 3.622689, 0.999747, 0.000467
4.850016, 3.632686, 0.999752, 0.000450
4.860016, 3.642684, 0.999756, 0.000434
4.870017, 3.652682, 0.999760, 0.000418
4.880017, 3.662679, 0.999764, 0.000403
4.890017, 3.672677, 0.999768, 0.000389
4.900017, 3.682674, 0.999772, 0.000375
4.910017, 3.692672, 0.999776, 0.000361
4.920018, 3.702670, 0.999779, 0.000348
4.930018, 3.712668, 0.999783, 0.000335
4.940018, 3.722666, 0.999786, 0.000323
4.950018, 3.732664, 0.999789, 0.000311
4.960019, 3.742661, 0.999792, 0.000300
4.970019, 3.752659, 0.999795, 0.000289
4.980019, 3.762657, 0.999798, 0.000278
4.990019, 3.772655, 0.999801, 0.000268
5.000020, 3.782654, 0.999803, 0.000258
5.010020, 3.792652, 0.999806, 0.000248
5.020020, 3.802650, 0.999808, 0.000239
5.030020, 3.812648, 0.999811, 0.000230
5.040020, 3.822646, 0.999813, 0.000222
5.050021, 3.832644, 0.999815, 0.000213
5.060021, 3.842642, 0.999817, 0.000205
5.070021, 3.852640, 0.999819, 0.000198
5.080021, 3.862638, 0.999821, 0.000190
5.090022, 3.872637, 0.999823, 0.000183
5.100022, 3.882635, 0.999825, 0.000176
5.110022, 3.892633, 0.999826, 0.000169
5.120022, 3.902632, 0.999828, 0.000163
5.130023, 3.912630, 0.999830, 0.000156
5.140023, 3.922628, 0.999831, 0.000150
5.150023, 3.932626, 0.999833, 0.000145
5.160023, 3.942625, 0.999834, 0.000139
5.170023, 3.952623, 0.999836, 0.000134
5.180024, 3.962621, 0.999837, 0.000129
5.190024, 3.972620, 0.999838, 0.000124
5.200024, 3.982618, 0.999839, 0.000119
5.210024, 3.992616, 0.999840, 0.000114
5.220025, 4.002615, 0.999842, 0.000110
5.230025, 4.012613, 0.999843, 0.000105
5.240025, 4.022612, 0.999844, 0.000101
5.250025, 4.032610, 0.999845, 0.000097
5.260026, 4.042608, 0.999846, 0.000093
5.270026, 4.052607, 0.999847, 0.000090
5.280026, 4.062605, 0.999847, 0.000086
5.290026, 4.072603, 0.999848, 0.000083
5.300026, 4.082602, 0.999849, 0.000079
5.310027, 4.092600, 0.999850, 0.000076
5.320027, 4.102598, 0.999851, 0.000073
5.330027, 4.112597, 0.999851, 0.000070
5.340027, 4.122595, 0.999852, 0.000067
5.350028, 4.132593, 0.999853, 0.000065
5.360028, 4.142591, 0.999853, 0.000062
5.370028, 4.152590, 0.999854, 0.000059
5.380028, 4.162588, 0.999855, 0.000057
5.390028, 4.172586, 0.999855, 0.000055
5.400029, 4.182585, 0.999856, 0.000052
5.410029, 4.192583, 0.999856, 0.000050
5.420029, 4.202582, 0.999857, 0.000048
5.430029, 4.212581, 0.999857, 0.000046
5.440030, 4.222579, 0.999858, 0.000044
5.450030, 4.232578, 0.999858, 0.000043
5.460030, 4.242577, 0.999858, 0.000041
5.470030, 4.252576, 0.999859, 0.000039
5.480031, 4.262575, 0.999859, 0.000037
5.490031, 4.272573, 0.999860, 0.000036
5.500031, 4.282572, 0.999860, 0.000034
5.510031, 4.292571, 0.999860, 0.000033
5.520031, 4.302570, 0.999861, 0.000032
5.530032, 4.312569, 0.999861, 0.000030
5.540032, 4.322567, 0.999861, 0.000029
5.550032, 4.332566, 0.999862, 0.000028
5.560032, 4.342565, 0.999862, 0.000027
5.570033, 4.352564, 0.999862, 0.000025
5.580033, 4.362563, 0.999862, 0.000024
5.590033, 4.372561, 0.999863, 0.000023
5.600033, 4.382560, 0.999863, 0.000022
5.610034, 4.392559, 0.999863, 0.000021
5.620034, 4.402558, 0.999863, 0.000020
5.630034, 4.412557, 0.999863, 0.000020
5.640034, 4.422555, 0.999864, 0.000019
5.650034, 4.432554, 0.999864, 0.000018
5.660035, 4.442553, 0.999864, 0.000017
5.670035, 4.452552, 0.999864, 0.000016
5.680035, 4.462551, 0.999864, 0.000016
5.690035, 4.472549, 0.999864, 0.000015
5.700036, 4.482548, 0.999865, 0.000014
5.710036, 4.492547, 0.999865, 0.000014
5.720036, 4.502546, 0.999865, 0.000013
5.730036, 4.512545, 0.999865, 0.000012
5.740036, 4.522543, 0.999865, 0.000012
5.750037, 4.532542, 0.999865, 0.000011
5.760037, 4.542541, 0.999865, 0.000011
5.770037, 4.552540, 0.999865, 0.000010
5.780037, 4.562539, 0.999866, 0.000010
5.790038, 4.572537, 0.999866, 0.000010
5.800038, 4.582536, 0.999866, 0.000009
5.810038, 4.592535, 0.999866, 0.000009
5.820038, 4.602534, 0.999866, 0.000008
5.830039, 4.612533, 0.999866, 0.000008
5.840039, 4.622531, 0.999866, 0.000008
5.850039, 4.632530, 0.999866, 0.000007
5.860039, 4.642529, 0.999866, 0.000007
5.870039, 4.652528, 0.999866, 0.000007
5.880040, 4.662527, 0.999866, 0.000006
5.890040, 4.672525, 0.999866, 0.000006
5.900040, 4.682524, 0.999866, 0.000006
5.910040, 4.692523, 0.999866, 0.000005
5.920041, 4.702522, 0.999866, 0.000005
5.930041, 4.712521, 0.999867, 0.000005
5.940041, 4.722519, 0.999867, 0.000005
5.950041, 4.732518, 0.999867, 0.000005
5.960042, 4.742517, 0.999867, 0.000004
5.970042, 4.752516, 0.999867, 0.000004
5.980042, 4.762515, 0.999867, 0.000004
5.990042, 4.772513, 0.999867, 0.000004
6.000042, 4.782512, 0.999867, 0.000004
6.010043, 4.792511, 0.999867, 0.000003
6.020043, 4.802510, 0.999867, 0.000003
6.030043, 4.812509, 0.999867, 0.000003
6.040043, 4.822507, 0.999867, 0.000003
6.050044, 4.832506, 0.999867, 0.000003
6.060044, 4.842505, 0.999867, 0.000003
